,Closing_Balance_Today,Opening_Balance_Today,Opening_Balance_This_Month,Opening_Balance_This_Fiscal_Year,Fiscal_Year,Fiscal_Quarter_Number,Calender_Year,Calender_Quarter_Number,Calender_Month_Number,Calender_Day_Number
464,1795511,1830546,1722032,382483,2020,4,2020,3,7,28
465,1830546,1825498,1722032,382483,2020,4,2020,3,7,27
466,1825498,1821824,1722032,382483,2020,4,2020,3,7,24
467,1821824,1777180,1722032,382483,2020,4,2020,3,7,23
468,1777180,1794448,1722032,382483,2020,4,2020,3,7,22
469,1794448,1817270,1722032,382483,2020,4,2020,3,7,21
470,1817270,1812801,1722032,382483,2020,4,2020,3,7,20
471,1812801,1807305,1722032,382483,2020,4,2020,3,7,17
472,1807305,1740455,1722032,382483,2020,4,2020,3,7,16
473,1740455,1627709,1722032,382483,2020,4,2020,3,7,15
474,1627709,1653555,1722032,382483,2020,4,2020,3,7,14
475,1653555,1641080,1722032,382483,2020,4,2020,3,7,13
476,1641080,1642285,1722032,382483,2020,4,2020,3,7,10
477,1642285,1624404,1722032,382483,2020,4,2020,3,7,9
478,1624404,1642079,1722032,382483,2020,4,2020,3,7,8
479,1642079,1660660,1722032,382483,2020,4,2020,3,7,7
480,1660660,1661799,1722032,382483,2020,4,2020,3,7,6
481,1661799,1659147,1722032,382483,2020,4,2020,3,7,3
482,1659147,1656747,1722032,382483,2020,4,2020,3,7,2
483,1656747,1722032,1722032,382483,2020,4,2020,3,7,1
484,1722032,1644690,1449129,382483,2020,3,2020,2,6,30
485,1644690,1647248,1449129,382483,2020,3,2020,2,6,29
486,1647248,1638128,1449129,382483,2020,3,2020,2,6,26
487,1638128,1586573,1449129,382483,2020,3,2020,2,6,25
488,1586573,1612877,1449129,382483,2020,3,2020,2,6,24
489,1612877,1626909,1449129,382483,2020,3,2020,2,6,23
490,1626909,1635527,1449129,382483,2020,3,2020,2,6,22
491,1635527,1634655,1449129,382483,2020,3,2020,2,6,19
492,1634655,1565306,1449129,382483,2020,3,2020,2,6,18
493,1565306,1588615,1449129,382483,2020,3,2020,2,6,17
494,1588615,1597571,1449129,382483,2020,3,2020,2,6,16
495,1597571,1541349,1449129,382483,2020,3,2020,2,6,15
496,1541349,1550414,1449129,382483,2020,3,2020,2,6,12
497,1550414,1504569,1449129,382483,2020,3,2020,2,6,11
498,1504569,1535311,1449129,382483,2020,3,2020,2,6,10
499,1535311,1520809,1449129,382483,2020,3,2020,2,6,9
500,1520809,1494494,1449129,382483,2020,3,2020,2,6,8
501,1494494,1501733,1449129,382483,2020,3,2020,2,6,5
502,1501733,1431462,1449129,382483,2020,3,2020,2,6,4
503,1431462,1455494,1449129,382483,2020,3,2020,2,6,3
504,1455494,1394436,1449129,382483,2020,3,2020,2,6,2
505,1394436,1449129,1449129,382483,2020,3,2020,2,6,1
506,1449129,1414981,1180035,382483,2020,3,2020,2,5,29
507,1414981,1326897,1180035,382483,2020,3,2020,2,5,28
508,1326897,1364378,1180035,382483,2020,3,2020,2,5,27
509,1364378,1302819,1180035,382483,2020,3,2020,2,5,26
510,1302819,1270885,1180035,382483,2020,3,2020,2,5,22
511,1270885,1193297,1180035,382483,2020,3,2020,2,5,21
512,1193297,1218209,1180035,382483,2020,3,2020,2,5,20
513,1218209,1188332,1180035,382483,2020,3,2020,2,5,19
514,1188332,1185006,1180035,382483,2020,3,2020,2,5,18
515,1185006,1206011,1180035,382483,2020,3,2020,2,5,15
516,1206011,1138172,1180035,382483,2020,3,2020,2,5,14
517,1138172,1172993,1180035,382483,2020,3,2020,2,5,13
518,1172993,1151999,1180035,382483,2020,3,2020,2,5,12
519,1151999,1193614,1180035,382483,2020,3,2020,2,5,11
520,1193614,1198455,1180035,382483,2020,3,2020,2,5,8
521,1198455,1143268,1180035,382483,2020,3,2020,2,5,7
522,1143268,1167077,1180035,382483,2020,3,2020,2,5,6
523,1167077,1099175,1180035,382483,2020,3,2020,2,5,5
524,1099175,1100958,1180035,382483,2020,3,2020,2,5,4
525,1100958,1180035,1180035,382483,2020,3,2020,2,5,1
526,1180035,1076232,515257,382483,2020,3,2020,2,4,30
527,1076232,1040169,515257,382483,2020,3,2020,2,4,29
528,1040169,961804,515257,382483,2020,3,2020,2,4,28
529,961804,965931,515257,382483,2020,3,2020,2,4,27
530,965931,1006551,515257,382483,2020,3,2020,2,4,24
531,1006551,949999,515257,382483,2020,3,2020,2,4,23
532,949999,924544,515257,382483,2020,3,2020,2,4,22
533,924544,857911,515257,382483,2020,3,2020,2,4,21
534,857911,889042,515257,382483,2020,3,2020,2,4,20
535,889042,909739,515257,382483,2020,3,2020,2,4,17
536,909739,856155,515257,382483,2020,3,2020,2,4,16
537,856155,958940,515257,382483,2020,3,2020,2,4,15
538,958940,868878,515257,382483,2020,3,2020,2,4,14
539,868878,881941,515257,382483,2020,3,2020,2,4,13
540,881941,898910,515257,382483,2020,3,2020,2,4,10
541,898910,827178,515257,382483,2020,3,2020,2,4,9
542,827178,750414,515257,382483,2020,3,2020,2,4,8
543,750414,676457,515257,382483,2020,3,2020,2,4,7
544,676457,673488,515257,382483,2020,3,2020,2,4,6
545,673488,615537,515257,382483,2020,3,2020,2,4,3
546,615537,506933,515257,382483,2020,3,2020,2,4,2
547,506933,515257,515257,382483,2020,3,2020,2,4,1
548,515257,407730,357251,382483,2020,2,2020,1,3,31
549,407730,397619,357251,382483,2020,2,2020,1,3,30
550,397619,382097,357251,382483,2020,2,2020,1,3,27
551,382097,384890,357251,382483,2020,2,2020,1,3,26
552,384890,410766,357251,382483,2020,2,2020,1,3,25
553,410766,394910,357251,382483,2020,2,2020,1,3,24
554,394910,382896,357251,382483,2020,2,2020,1,3,23
555,382896,392511,357251,382483,2020,2,2020,1,3,20
556,392511,401354,357251,382483,2020,2,2020,1,3,19
557,401354,422448,357251,382483,2020,2,2020,1,3,18
558,422448,417801,357251,382483,2020,2,2020,1,3,17
559,417801,325866,357251,382483,2020,2,2020,1,3,16
560,325866,318828,357251,382483,2020,2,2020,1,3,13
561,318828,372337,357251,382483,2020,2,2020,1,3,12
562,372337,395134,357251,382483,2020,2,2020,1,3,11
563,395134,390574,357251,382483,2020,2,2020,1,3,10
564,390574,375464,357251,382483,2020,2,2020,1,3,9
565,375464,379451,357251,382483,2020,2,2020,1,3,6
566,379451,381302,357251,382483,2020,2,2020,1,3,5
567,381302,386591,357251,382483,2020,2,2020,1,3,4
568,386591,403798,357251,382483,2020,2,2020,1,3,3
569,403798,357251,357251,382483,2020,2,2020,1,3,2
570,357251,378164,403983,382483,2020,2,2020,1,2,28
571,378164,387615,403983,382483,2020,2,2020,1,2,27
572,387615,469710,403983,382483,2020,2,2020,1,2,26
573,469710,450799,403983,382483,2020,2,2020,1,2,25
574,450799,441313,403983,382483,2020,2,2020,1,2,24
575,441313,443494,403983,382483,2020,2,2020,1,2,21
576,443494,421051,403983,382483,2020,2,2020,1,2,20
577,421051,445806,403983,382483,2020,2,2020,1,2,19
578,445806,427327,403983,382483,2020,2,2020,1,2,18
579,427327,425468,403983,382483,2020,2,2020,1,2,14
580,425468,404341,403983,382483,2020,2,2020,1,2,13
581,404341,432191,403983,382483,2020,2,2020,1,2,12
582,432191,414251,403983,382483,2020,2,2020,1,2,11
583,414251,405658,403983,382483,2020,2,2020,1,2,10
584,405658,410904,403983,382483,2020,2,2020,1,2,7
585,410904,416585,403983,382483,2020,2,2020,1,2,6
586,416585,417779,403983,382483,2020,2,2020,1,2,5
587,417779,401010,403983,382483,2020,2,2020,1,2,4
588,401010,403983,403983,382483,2020,2,2020,1,2,3
589,403983,445933,403853,382483,2020,2,2020,1,1,31
590,445933,450537,403853,382483,2020,2,2020,1,1,30
591,450537,443253,403853,382483,2020,2,2020,1,1,29
592,443253,435639,403853,382483,2020,2,2020,1,1,28
593,435639,424554,403853,382483,2020,2,2020,1,1,27
594,424554,421339,403853,382483,2020,2,2020,1,1,24
595,421339,411708,403853,382483,2020,2,2020,1,1,23
596,411708,415874,403853,382483,2020,2,2020,1,1,22
597,415874,401053,403853,382483,2020,2,2020,1,1,21
598,401053,395791,403853,382483,2020,2,2020,1,1,17
599,395791,380802,403853,382483,2020,2,2020,1,1,16
600,380802,348006,403853,382483,2020,2,2020,1,1,15
601,348006,357137,403853,382483,2020,2,2020,1,1,14
602,357137,342514,403853,382483,2020,2,2020,1,1,13
603,342514,343421,403853,382483,2020,2,2020,1,1,10
604,343421,350840,403853,382483,2020,2,2020,1,1,9
605,350840,365660,403853,382483,2020,2,2020,1,1,8
606,365660,378421,403853,382483,2020,2,2020,1,1,7
607,378421,363919,403853,382483,2020,2,2020,1,1,6
608,363919,382335,403853,382483,2020,2,2020,1,1,3
609,382335,403853,403853,382483,2020,2,2020,1,1,2
610,403853,391180,342618,382483,2020,1,2019,4,12,31
611,391180,374776,342618,382483,2020,1,2019,4,12,30
612,374776,354659,342618,382483,2020,1,2019,4,12,27
613,354659,351934,342618,382483,2020,1,2019,4,12,26
614,351934,387129,342618,382483,2020,1,2019,4,12,24
615,387129,370111,342618,382483,2020,1,2019,4,12,23
616,370111,373409,342618,382483,2020,1,2019,4,12,20
617,373409,378573,342618,382483,2020,1,2019,4,12,19
618,378573,387575,342618,382483,2020,1,2019,4,12,18
619,387575,401451,342618,382483,2020,1,2019,4,12,17
620,401451,293216,342618,382483,2020,1,2019,4,12,16
621,293216,280898,342618,382483,2020,1,2019,4,12,13
622,280898,304160,342618,382483,2020,1,2019,4,12,12
623,304160,316010,342618,382483,2020,1,2019,4,12,11
624,316010,340756,342618,382483,2020,1,2019,4,12,10
625,340756,331960,342618,382483,2020,1,2019,4,12,9
626,331960,331250,342618,382483,2020,1,2019,4,12,6
627,331250,338453,342618,382483,2020,1,2019,4,12,5
628,338453,332247,342618,382483,2020,1,2019,4,12,4
629,332247,371347,342618,382483,2020,1,2019,4,12,3
630,371347,342618,342618,382483,2020,1,2019,4,12,2
631,342618,358896,434942,382483,2020,1,2019,4,11,29
632,358896,374167,434942,382483,2020,1,2019,4,11,27
633,374167,369284,434942,382483,2020,1,2019,4,11,26
634,369284,355420,434942,382483,2020,1,2019,4,11,25
635,355420,357980,434942,382483,2020,1,2019,4,11,22
636,357980,357551,434942,382483,2020,1,2019,4,11,21
637,357551,376080,434942,382483,2020,1,2019,4,11,20
638,376080,380068,434942,382483,2020,1,2019,4,11,19
639,380068,361698,434942,382483,2020,1,2019,4,11,18
640,361698,382896,434942,382483,2020,1,2019,4,11,15
641,382896,370185,434942,382483,2020,1,2019,4,11,14
642,370185,393834,434942,382483,2020,1,2019,4,11,13
643,393834,381727,434942,382483,2020,1,2019,4,11,12
644,381727,382761,434942,382483,2020,1,2019,4,11,8
645,382761,378184,434942,382483,2020,1,2019,4,11,7
646,378184,373672,434942,382483,2020,1,2019,4,11,6
647,373672,370080,434942,382483,2020,1,2019,4,11,5
648,370080,360775,434942,382483,2020,1,2019,4,11,4
649,360775,434942,434942,382483,2020,1,2019,4,11,1
650,434942,400616,382483,382483,2020,1,2019,4,10,31
651,400616,400905,382483,382483,2020,1,2019,4,10,30
652,400905,393739,382483,382483,2020,1,2019,4,10,29
653,393739,383655,382483,382483,2020,1,2019,4,10,28
654,383655,382885,382483,382483,2020,1,2019,4,10,25
655,382885,375170,382483,382483,2020,1,2019,4,10,24
656,375170,384216,382483,382483,2020,1,2019,4,10,23
657,384216,379070,382483,382483,2020,1,2019,4,10,22
658,379070,376290,382483,382483,2020,1,2019,4,10,21
659,376290,378567,382483,382483,2020,1,2019,4,10,18
660,378567,361497,382483,382483,2020,1,2019,4,10,17
661,361497,369111,382483,382483,2020,1,2019,4,10,16
662,369111,308479,382483,382483,2020,1,2019,4,10,15
663,308479,307701,382483,382483,2020,1,2019,4,10,11
664,307701,297389,382483,382483,2020,1,2019,4,10,10
665,297389,313105,382483,382483,2020,1,2019,4,10,9
666,313105,330055,382483,382483,2020,1,2019,4,10,8
667,330055,321687,382483,382483,2020,1,2019,4,10,7
668,321687,321728,382483,382483,2020,1,2019,4,10,4
669,321728,335185,382483,382483,2020,1,2019,4,10,3
670,335185,328321,382483,382483,2020,1,2019,4,10,2
671,328321,382483,382483,382483,2020,1,2019,4,10,1
672,382483,330276,133091,384713,2019,4,2019,3,9,30
673,330276,309380,133091,384713,2019,4,2019,3,9,27
674,309380,305810,133091,384713,2019,4,2019,3,9,26
675,305810,323460,133091,384713,2019,4,2019,3,9,25
676,323460,324733,133091,384713,2019,4,2019,3,9,24
677,324733,310506,133091,384713,2019,4,2019,3,9,23
678,310506,313799,133091,384713,2019,4,2019,3,9,20
679,313799,303057,133091,384713,2019,4,2019,3,9,19
680,303057,307731,133091,384713,2019,4,2019,3,9,18
681,307731,298755,133091,384713,2019,4,2019,3,9,17
682,298755,215579,133091,384713,2019,4,2019,3,9,16
683,215579,195302,133091,384713,2019,4,2019,3,9,13
684,195302,183581,133091,384713,2019,4,2019,3,9,12
685,183581,193989,133091,384713,2019,4,2019,3,9,11
686,193989,190398,133091,384713,2019,4,2019,3,9,10
687,190398,181508,133091,384713,2019,4,2019,3,9,9
688,181508,184901,133091,384713,2019,4,2019,3,9,6
689,184901,174779,133091,384713,2019,4,2019,3,9,5
690,174779,177181,133091,384713,2019,4,2019,3,9,4
691,177181,133091,133091,384713,2019,4,2019,3,9,3
692,133091,156856,176662,384713,2019,4,2019,3,8,30
693,156856,150146,176662,384713,2019,4,2019,3,8,29
694,150146,165326,176662,384713,2019,4,2019,3,8,28
695,165326,146691,176662,384713,2019,4,2019,3,8,27
696,146691,139037,176662,384713,2019,4,2019,3,8,26
697,139037,142425,176662,384713,2019,4,2019,3,8,23
698,142425,131447,176662,384713,2019,4,2019,3,8,22
699,131447,145898,176662,384713,2019,4,2019,3,8,21
700,145898,128669,176662,384713,2019,4,2019,3,8,20
701,128669,120765,176662,384713,2019,4,2019,3,8,19
702,120765,111766,176662,384713,2019,4,2019,3,8,16
703,111766,130981,176662,384713,2019,4,2019,3,8,15
704,130981,144667,176662,384713,2019,4,2019,3,8,14
705,144667,132745,176662,384713,2019,4,2019,3,8,13
706,132745,125213,176662,384713,2019,4,2019,3,8,12
707,125213,125667,176662,384713,2019,4,2019,3,8,9
708,125667,133077,176662,384713,2019,4,2019,3,8,8
709,133077,129108,176662,384713,2019,4,2019,3,8,7
710,129108,141111,176662,384713,2019,4,2019,3,8,6
711,141111,133666,176662,384713,2019,4,2019,3,8,5
712,133666,117629,176662,384713,2019,4,2019,3,8,2
713,117629,176662,176662,384713,2019,4,2019,3,8,1
714,176662,161081,263709,384713,2019,4,2019,3,7,31
715,161081,170082,263709,384713,2019,4,2019,3,7,30
716,170082,159064,263709,384713,2019,4,2019,3,7,29
717,159064,161323,263709,384713,2019,4,2019,3,7,26
718,161323,178227,263709,384713,2019,4,2019,3,7,25
719,178227,194645,263709,384713,2019,4,2019,3,7,24
720,194645,200842,263709,384713,2019,4,2019,3,7,23
721,200842,195443,263709,384713,2019,4,2019,3,7,22
722,195443,193492,263709,384713,2019,4,2019,3,7,19
723,193492,206203,263709,384713,2019,4,2019,3,7,18
724,206203,221578,263709,384713,2019,4,2019,3,7,17
725,221578,223382,263709,384713,2019,4,2019,3,7,16
726,223382,181379,263709,384713,2019,4,2019,3,7,15
727,181379,183735,263709,384713,2019,4,2019,3,7,12
728,183735,195226,263709,384713,2019,4,2019,3,7,11
729,195226,210858,263709,384713,2019,4,2019,3,7,10
730,210858,219246,263709,384713,2019,4,2019,3,7,9
731,219246,210522,263709,384713,2019,4,2019,3,7,8
732,210522,220911,263709,384713,2019,4,2019,3,7,5
733,220911,239653,263709,384713,2019,4,2019,3,7,3
734,239653,242627,263709,384713,2019,4,2019,3,7,2
735,242627,263709,263709,384713,2019,4,2019,3,7,1
736,263709,222822,232874,384713,2019,3,2019,2,6,28
737,222822,240909,232874,384713,2019,3,2019,2,6,27
738,240909,255080,232874,384713,2019,3,2019,2,6,26
739,255080,263915,232874,384713,2019,3,2019,2,6,25
740,263915,246052,232874,384713,2019,3,2019,2,6,24
741,246052,240054,232874,384713,2019,3,2019,2,6,21
742,240054,258641,232874,384713,2019,3,2019,2,6,20
743,258641,263642,232874,384713,2019,3,2019,2,6,19
744,263642,265790,232874,384713,2019,3,2019,2,6,18
745,265790,153849,232874,384713,2019,3,2019,2,6,17
746,153849,139168,232874,384713,2019,3,2019,2,6,14
747,139168,173062,232874,384713,2019,3,2019,2,6,13
748,173062,183097,232874,384713,2019,3,2019,2,6,12
749,183097,199119,232874,384713,2019,3,2019,2,6,11
750,199119,189662,232874,384713,2019,3,2019,2,6,10
751,189662,188654,232874,384713,2019,3,2019,2,6,7
752,188654,207647,232874,384713,2019,3,2019,2,6,6
753,207647,204066,232874,384713,2019,3,2019,2,6,5
754,204066,221319,232874,384713,2019,3,2019,2,6,4
755,221319,232874,232874,384713,2019,3,2019,2,6,3
756,232874,233808,422586,384713,2019,3,2019,2,5,31
757,233808,249011,422586,384713,2019,3,2019,2,5,30
758,249011,250731,422586,384713,2019,3,2019,2,5,29
759,250731,246420,422586,384713,2019,3,2019,2,5,28
760,246420,249017,422586,384713,2019,3,2019,2,5,24
761,249017,264581,422586,384713,2019,3,2019,2,5,23
762,264581,281013,422586,384713,2019,3,2019,2,5,22
763,281013,291346,422586,384713,2019,3,2019,2,5,21
764,291346,285010,422586,384713,2019,3,2019,2,5,20
765,285010,288080,422586,384713,2019,3,2019,2,5,17
766,288080,294969,422586,384713,2019,3,2019,2,5,16
767,294969,330430,422586,384713,2019,3,2019,2,5,15
768,330430,333924,422586,384713,2019,3,2019,2,5,14
769,333924,326819,422586,384713,2019,3,2019,2,5,13
770,326819,326721,422586,384713,2019,3,2019,2,5,10
771,326721,344461,422586,384713,2019,3,2019,2,5,9
772,344461,361375,422586,384713,2019,3,2019,2,5,8
773,361375,348084,422586,384713,2019,3,2019,2,5,7
774,348084,340557,422586,384713,2019,3,2019,2,5,6
775,340557,362909,422586,384713,2019,3,2019,2,5,3
776,362909,368764,422586,384713,2019,3,2019,2,5,2
777,368764,422586,422586,384713,2019,3,2019,2,5,1
778,422586,414335,334012,384713,2019,3,2019,2,4,30
779,414335,401162,334012,384713,2019,3,2019,2,4,29
780,401162,394315,334012,384713,2019,3,2019,2,4,26
781,394315,398916,334012,384713,2019,3,2019,2,4,25
782,398916,416992,334012,384713,2019,3,2019,2,4,24
783,416992,388844,334012,384713,2019,3,2019,2,4,23
784,388844,364539,334012,384713,2019,3,2019,2,4,22
785,364539,351845,334012,384713,2019,3,2019,2,4,19
786,351845,369365,334012,384713,2019,3,2019,2,4,18
787,369365,356274,334012,384713,2019,3,2019,2,4,17
788,356274,317915,334012,384713,2019,3,2019,2,4,16
789,317915,243935,334012,384713,2019,3,2019,2,4,15
790,243935,221493,334012,384713,2019,3,2019,2,4,12
791,221493,245664,334012,384713,2019,3,2019,2,4,11
792,245664,260472,334012,384713,2019,3,2019,2,4,10
793,260472,273795,334012,384713,2019,3,2019,2,4,9
794,273795,264187,334012,384713,2019,3,2019,2,4,8
795,264187,265825,334012,384713,2019,3,2019,2,4,5
796,265825,270470,334012,384713,2019,3,2019,2,4,4
797,270470,295524,334012,384713,2019,3,2019,2,4,3
798,295524,307320,334012,384713,2019,3,2019,2,4,2
799,307320,334012,334012,384713,2019,3,2019,2,4,1
800,334012,295961,290665,384713,2019,2,2019,1,3,29
801,295961,295593,290665,384713,2019,2,2019,1,3,28
802,295593,320547,290665,384713,2019,2,2019,1,3,27
803,320547,318195,290665,384713,2019,2,2019,1,3,26
804,318195,309955,290665,384713,2019,2,2019,1,3,25
805,309955,311880,290665,384713,2019,2,2019,1,3,22
806,311880,314749,290665,384713,2019,2,2019,1,3,21
807,314749,337761,290665,384713,2019,2,2019,1,3,20
808,337761,328710,290665,384713,2019,2,2019,1,3,19
809,328710,300825,290665,384713,2019,2,2019,1,3,18
810,300825,241667,290665,384713,2019,2,2019,1,3,15
811,241667,238381,290665,384713,2019,2,2019,1,3,14
812,238381,262271,290665,384713,2019,2,2019,1,3,13
813,262271,255500,290665,384713,2019,2,2019,1,3,12
814,255500,240931,290665,384713,2019,2,2019,1,3,11
815,240931,242860,290665,384713,2019,2,2019,1,3,8
816,242860,213611,290665,384713,2019,2,2019,1,3,7
817,213611,218308,290665,384713,2019,2,2019,1,3,6
818,218308,213030,290665,384713,2019,2,2019,1,3,5
819,213030,201566,290665,384713,2019,2,2019,1,3,4
820,201566,290665,290665,384713,2019,2,2019,1,3,1
821,290665,266024,403597,384713,2019,2,2019,1,2,28
822,266024,326153,403597,384713,2019,2,2019,1,2,27
823,326153,324761,403597,384713,2019,2,2019,1,2,26
824,324761,311876,403597,384713,2019,2,2019,1,2,25
825,311876,321454,403597,384713,2019,2,2019,1,2,22
826,321454,331003,403597,384713,2019,2,2019,1,2,21
827,331003,357688,403597,384713,2019,2,2019,1,2,20
828,357688,321808,403597,384713,2019,2,2019,1,2,19
829,321808,361347,403597,384713,2019,2,2019,1,2,15
830,361347,375119,403597,384713,2019,2,2019,1,2,14
831,375119,398585,403597,384713,2019,2,2019,1,2,13
832,398585,394023,403597,384713,2019,2,2019,1,2,12
833,394023,335829,403597,384713,2019,2,2019,1,2,11
834,335829,338549,403597,384713,2019,2,2019,1,2,8
835,338549,353896,403597,384713,2019,2,2019,1,2,7
836,353896,353200,403597,384713,2019,2,2019,1,2,6
837,353200,347476,403597,384713,2019,2,2019,1,2,5
838,347476,336151,403597,384713,2019,2,2019,1,2,4
839,336151,403597,403597,384713,2019,2,2019,1,2,1
840,403597,411384,402138,384713,2019,2,2019,1,1,31
841,411384,412931,402138,384713,2019,2,2019,1,1,30
842,412931,407393,402138,384713,2019,2,2019,1,1,29
843,407393,397633,402138,384713,2019,2,2019,1,1,28
844,397633,398325,402138,384713,2019,2,2019,1,1,25
845,398325,402227,402138,384713,2019,2,2019,1,1,24
846,402227,401576,402138,384713,2019,2,2019,1,1,23
847,401576,385978,402138,384713,2019,2,2019,1,1,22
848,385978,379667,402138,384713,2019,2,2019,1,1,18
849,379667,396414,402138,384713,2019,2,2019,1,1,17
850,396414,391614,402138,384713,2019,2,2019,1,1,16
851,391614,346986,402138,384713,2019,2,2019,1,1,15
852,346986,331349,402138,384713,2019,2,2019,1,1,14
853,331349,329196,402138,384713,2019,2,2019,1,1,11
854,329196,349443,402138,384713,2019,2,2019,1,1,10
855,349443,362161,402138,384713,2019,2,2019,1,1,9
856,362161,364760,402138,384713,2019,2,2019,1,1,8
857,364760,356117,402138,384713,2019,2,2019,1,1,7
858,356117,352175,402138,384713,2019,2,2019,1,1,4
859,352175,382616,402138,384713,2019,2,2019,1,1,3
860,382616,402138,402138,384713,2019,2,2019,1,1,2
861,402138,374086,344874,384713,2019,1,2018,4,12,31
862,374086,350161,344874,384713,2019,1,2018,4,12,28
863,350161,368236,344874,384713,2019,1,2018,4,12,27
864,368236,385921,344874,384713,2019,1,2018,4,12,26
865,385921,369800,344874,384713,2019,1,2018,4,12,24
866,369800,369121,344874,384713,2019,1,2018,4,12,21
867,369121,396293,344874,384713,2019,1,2018,4,12,20
868,396293,405951,344874,384713,2019,1,2018,4,12,19
869,405951,413686,344874,384713,2019,1,2018,4,12,18
870,413686,311699,344874,384713,2019,1,2018,4,12,17
871,311699,303972,344874,384713,2019,1,2018,4,12,14
872,303972,322663,344874,384713,2019,1,2018,4,12,13
873,322663,334446,344874,384713,2019,1,2018,4,12,12
874,334446,345214,344874,384713,2019,1,2018,4,12,11
875,345214,335704,344874,384713,2019,1,2018,4,12,10
876,335704,335333,344874,384713,2019,1,2018,4,12,7
877,335333,328613,344874,384713,2019,1,2018,4,12,6
878,328613,324242,344874,384713,2019,1,2018,4,12,5
879,324242,332153,344874,384713,2019,1,2018,4,12,4
880,332153,344874,344874,384713,2019,1,2018,4,12,3
881,344874,343322,366596,384713,2019,1,2018,4,11,30
882,343322,332336,366596,384713,2019,1,2018,4,11,29
883,332336,349874,366596,384713,2019,1,2018,4,11,28
884,349874,355284,366596,384713,2019,1,2018,4,11,27
885,355284,343116,366596,384713,2019,1,2018,4,11,26
886,343116,317331,366596,384713,2019,1,2018,4,11,23
887,317331,329967,366596,384713,2019,1,2018,4,11,21
888,329967,340443,366596,384713,2019,1,2018,4,11,20
889,340443,332083,366596,384713,2019,1,2018,4,11,19
890,332083,327429,366596,384713,2019,1,2018,4,11,16
891,327429,328686,366596,384713,2019,1,2018,4,11,15
892,328686,347277,366596,384713,2019,1,2018,4,11,14
893,347277,341974,366596,384713,2019,1,2018,4,11,13
894,341974,343799,366596,384713,2019,1,2018,4,11,9
895,343799,316157,366596,384713,2019,1,2018,4,11,8
896,316157,313269,366596,384713,2019,1,2018,4,11,7
897,313269,321371,366596,384713,2019,1,2018,4,11,6
898,321371,316635,366596,384713,2019,1,2018,4,11,5
899,316635,339185,366596,384713,2019,1,2018,4,11,2
900,339185,366596,366596,384713,2019,1,2018,4,11,1
901,366596,375928,384713,384713,2019,1,2018,4,10,31
902,375928,381164,384713,384713,2019,1,2018,4,10,30
903,381164,372504,384713,384713,2019,1,2018,4,10,29
904,372504,372379,384713,384713,2019,1,2018,4,10,26
905,372379,360681,384713,384713,2019,1,2018,4,10,25
906,360681,374478,384713,384713,2019,1,2018,4,10,24
907,374478,373431,384713,384713,2019,1,2018,4,10,23
908,373431,369528,384713,384713,2019,1,2018,4,10,22
909,369528,369856,384713,384713,2019,1,2018,4,10,19
910,369856,360638,384713,384713,2019,1,2018,4,10,18
911,360638,370559,384713,384713,2019,1,2018,4,10,17
912,370559,364651,384713,384713,2019,1,2018,4,10,16
913,364651,309211,384713,384713,2019,1,2018,4,10,15
914,309211,306983,384713,384713,2019,1,2018,4,10,12
915,306983,308869,384713,384713,2019,1,2018,4,10,11
916,308869,329788,384713,384713,2019,1,2018,4,10,10
917,329788,326140,384713,384713,2019,1,2018,4,10,9
918,326140,329827,384713,384713,2019,1,2018,4,10,5
919,329827,350281,384713,384713,2019,1,2018,4,10,4
920,350281,369434,384713,384713,2019,1,2018,4,10,3
921,369434,368488,384713,384713,2019,1,2018,4,10,2
922,368488,384713,384713,384713,2019,1,2018,4,10,1
923,384713,333711,317971,159322,2018,4,2018,3,9,28
924,333711,367243,317971,159322,2018,4,2018,3,9,27
925,367243,380347,317971,159322,2018,4,2018,3,9,26
926,380347,380103,317971,159322,2018,4,2018,3,9,25
927,380103,366176,317971,159322,2018,4,2018,3,9,24
928,366176,363997,317971,159322,2018,4,2018,3,9,21
929,363997,399519,317971,159322,2018,4,2018,3,9,20
930,399519,405806,317971,159322,2018,4,2018,3,9,19
931,405806,393190,317971,159322,2018,4,2018,3,9,18
932,393190,292893,317971,159322,2018,4,2018,3,9,17
933,292893,273955,317971,159322,2018,4,2018,3,9,14
934,273955,297697,317971,159322,2018,4,2018,3,9,13
935,297697,306899,317971,159322,2018,4,2018,3,9,12
936,306899,309612,317971,159322,2018,4,2018,3,9,11
937,309612,301597,317971,159322,2018,4,2018,3,9,10
938,301597,306574,317971,159322,2018,4,2018,3,9,7
939,306574,324437,317971,159322,2018,4,2018,3,9,6
940,324437,328486,317971,159322,2018,4,2018,3,9,5
941,328486,317971,317971,159322,2018,4,2018,3,9,4
942,317971,341540,358159,159322,2018,4,2018,3,8,31
943,341540,345255,358159,159322,2018,4,2018,3,8,30
944,345255,341177,358159,159322,2018,4,2018,3,8,29
945,341177,346234,358159,159322,2018,4,2018,3,8,28
946,346234,339925,358159,159322,2018,4,2018,3,8,27
947,339925,345360,358159,159322,2018,4,2018,3,8,24
948,345360,334992,358159,159322,2018,4,2018,3,8,23
949,334992,346406,358159,159322,2018,4,2018,3,8,22
950,346406,352718,358159,159322,2018,4,2018,3,8,21
951,352718,350958,358159,159322,2018,4,2018,3,8,20
