Record Date,Type of Account,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
03-05-2018,Federal Reserve Account,355775,384961,419376,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,5,3
03-05-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,5,3
03-05-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,5,3
02-05-2018,Federal Reserve Account,384961,381742,419376,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,5,2
02-05-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,5,2
02-05-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,5,2
01-05-2018,Federal Reserve Account,381742,419376,419376,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,5,1
01-05-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,5,1
01-05-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,5,1
30-04-2018,Federal Reserve Account,419376,406195,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,30
30-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,30
30-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,30
27-04-2018,Federal Reserve Account,406195,395225,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,27
27-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,27
27-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,27
26-04-2018,Federal Reserve Account,395225,403067,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,26
26-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,26
26-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,26
25-04-2018,Federal Reserve Account,403067,413608,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,25
25-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,25
25-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,25
24-04-2018,Federal Reserve Account,413608,365561,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,24
24-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,24
24-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,24
23-04-2018,Federal Reserve Account,365561,336271,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,23
23-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,23
23-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,23
20-04-2018,Federal Reserve Account,336271,326142,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,20
20-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,20
20-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,20
19-04-2018,Federal Reserve Account,326142,350943,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,19
19-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,19
19-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,19
18-04-2018,Federal Reserve Account,350943,351336,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,18
18-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,18
18-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,18
17-04-2018,Federal Reserve Account,351336,262442,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,17
17-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,17
17-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,17
16-04-2018,Federal Reserve Account,262442,245560,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,16
16-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,16
16-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,16
13-04-2018,Federal Reserve Account,245560,225320,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,13
13-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,13
13-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,13
12-04-2018,Federal Reserve Account,225320,287804,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,12
12-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,12
12-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,12
11-04-2018,Federal Reserve Account,287804,302176,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,11
11-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,11
11-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,11
10-04-2018,Federal Reserve Account,302176,301022,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,10
10-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,10
10-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,10
09-04-2018,Federal Reserve Account,301022,291637,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,9
09-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,9
09-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,9
06-04-2018,Federal Reserve Account,291637,292669,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,6
06-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,6
06-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,6
05-04-2018,Federal Reserve Account,292669,300604,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,5
05-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,5
05-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,5
04-04-2018,Federal Reserve Account,300604,299702,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,4
04-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,4
04-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,4
03-04-2018,Federal Reserve Account,299702,324262,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,3
03-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,3
03-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,3
02-04-2018,Federal Reserve Account,324262,289648,289648,159322,I,Operating Cash Balance,Type of account,1,2018,3,2018,2,4,2
02-04-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,3,2018,2,4,2
02-04-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,3,2018,2,4,2
30-03-2018,Federal Reserve Account,289648,333897,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,30
30-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,30
30-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,30
29-03-2018,Federal Reserve Account,333897,300355,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,29
29-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,29
29-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,29
28-03-2018,Federal Reserve Account,300355,320422,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,28
28-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,28
28-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,28
27-03-2018,Federal Reserve Account,320422,326168,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,27
27-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,27
27-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,27
26-03-2018,Federal Reserve Account,326168,320270,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,26
26-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,26
26-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,26
23-03-2018,Federal Reserve Account,320270,324254,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,23
23-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,23
23-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,23
22-03-2018,Federal Reserve Account,324254,298973,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,22
22-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,22
22-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,22
21-03-2018,Federal Reserve Account,298973,316961,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,21
21-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,21
21-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,21
20-03-2018,Federal Reserve Account,316961,328814,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,20
20-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,20
20-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,20
19-03-2018,Federal Reserve Account,328814,321657,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,19
19-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,19
19-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,19
16-03-2018,Federal Reserve Account,321657,305460,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,16
16-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,16
16-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,16
15-03-2018,Federal Reserve Account,305460,236160,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,15
15-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,15
15-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,15
14-03-2018,Federal Reserve Account,236160,253462,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,14
14-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,14
14-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,14
13-03-2018,Federal Reserve Account,253462,263515,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,13
13-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,13
13-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,13
12-03-2018,Federal Reserve Account,263515,248269,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,12
12-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,12
12-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,12
09-03-2018,Federal Reserve Account,248269,251562,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,9
09-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,9
09-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,9
08-03-2018,Federal Reserve Account,251562,187515,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,8
08-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,8
08-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,8
07-03-2018,Federal Reserve Account,187515,190496,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,7
07-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,7
07-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,7
06-03-2018,Federal Reserve Account,190496,197244,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,6
06-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,6
06-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,6
05-03-2018,Federal Reserve Account,197244,192156,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,5
05-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,5
05-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,5
02-03-2018,Federal Reserve Account,192156,213775,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,2
02-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,2
02-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,2
01-03-2018,Federal Reserve Account,213775,199390,199390,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,3,1
01-03-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,3,1
01-03-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,3,1
28-02-2018,Federal Reserve Account,199390,203846,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,28
28-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,28
28-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,28
27-02-2018,Federal Reserve Account,203846,212253,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,27
27-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,27
27-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,27
26-02-2018,Federal Reserve Account,212253,204089,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,26
26-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,26
26-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,26
23-02-2018,Federal Reserve Account,204089,190583,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,23
23-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,23
23-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,23
22-02-2018,Federal Reserve Account,190583,208817,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,22
22-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,22
22-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,22
21-02-2018,Federal Reserve Account,208817,228784,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,21
21-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,21
21-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,21
20-02-2018,Federal Reserve Account,228784,224711,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,20
20-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,20
20-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,20
16-02-2018,Federal Reserve Account,224711,166297,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,16
16-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,16
16-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,16
15-02-2018,Federal Reserve Account,166297,180845,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,15
15-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,15
15-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,15
14-02-2018,Federal Reserve Account,180845,198047,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,14
14-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,14
14-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,14
13-02-2018,Federal Reserve Account,198047,206488,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,13
13-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,13
13-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,13
12-02-2018,Federal Reserve Account,206488,198581,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,12
12-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,12
12-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,12
09-02-2018,Federal Reserve Account,198581,202643,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,9
09-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,9
09-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,9
08-02-2018,Federal Reserve Account,202643,202221,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,8
08-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,8
08-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,8
07-02-2018,Federal Reserve Account,202221,199964,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,7
07-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,7
07-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,7
06-02-2018,Federal Reserve Account,199964,205285,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,6
06-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,6
06-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,6
05-02-2018,Federal Reserve Account,205285,200213,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,5
05-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,5
05-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,5
02-02-2018,Federal Reserve Account,200213,219444,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,2
02-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,2
02-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,2
01-02-2018,Federal Reserve Account,219444,275794,275794,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,2,1
01-02-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,2,1
01-02-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,2,1
31-01-2018,Federal Reserve Account,275794,272462,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,31
31-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,31
31-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,31
30-01-2018,Federal Reserve Account,272462,276512,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,30
30-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,30
30-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,30
29-01-2018,Federal Reserve Account,276512,265889,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,29
29-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,29
29-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,29
26-01-2018,Federal Reserve Account,265889,269271,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,26
26-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,26
26-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,26
25-01-2018,Federal Reserve Account,269271,275963,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,25
25-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,25
25-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,25
24-01-2018,Federal Reserve Account,275963,278567,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,24
24-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,24
24-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,24
23-01-2018,Federal Reserve Account,278567,273051,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,23
23-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,23
23-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,23
22-01-2018,Federal Reserve Account,273051,264775,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,22
22-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,22
22-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,22
19-01-2018,Federal Reserve Account,264775,261919,228933,159322,I,Operating Cash Balance,Type of account,1,2018,2,2018,1,1,19
19-01-2018,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2018,2,2018,1,1,19
19-01-2018,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2018,2,2018,1,1,19
